short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,beam_radius_a_um,beam_radius_b_um,beam_radius_definition,fluence_basis,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,reduced_mass_definition,kappa_recorded_not_used,transmission_factor,reference_file,diagnostic_only,parameter_status,dataset,point_index,I_wcm2,gamma_ti_sapphire_reference,Wpi_peak_cm3_fs,Wav_peak_cm3_fs,Wtotal_peak_cm3_fs,ne_max_cm3
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,23,2222996482526.191,7.635067559789735,1922462380.7045531,0.40620928301811515,1922462380.851759,83716969376.8058
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,24,2811768697974.237,6.78879158586983,7825019821.102696,8.519055041011322,7825019824.190384,340919719728.8089
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,25,3556480306223.121,6.0363174045897265,31792350122.62025,178.0607183399428,31792350187.17066,1386024351613.0413
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,26,4498432668969.453,5.36724796277335,128851523078.46378,3704.8428152796146,128851524421.91074,5622375148713.9795
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,27,5689866029018.305,4.772338623544051,520445253760.44476,76604.35706833274,520445281549.2018,22737131681941.516
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,28,7196856730011.528,4.243369431734243,2091931893422.555,1569968.4732188804,2091932463245.2837,91552023603564.11
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,29,9102981779915.227,3.7730315374823045,8347928980795.612,31759428.175786197,8347940517021.381,366299731486388.25
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,30,11513953993264.48,3.3548262087135785,32935178909005.7,629622332.5615033,32935407889880.055,1451217521863057.2
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,31,14563484775012.443,2.982975037145262,127424178352298.97,12066610178.455618,127428575547481.62,5656019222629434.0
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,32,18420699693267.164,2.652340097117521,474524872146362.6,217042589159.33655,474604227290827.3,2.1380661484898796e+16
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,33,23299518105153.72,2.358352954072945,1605514690339159.8,3366193231116.5234,1606754513534280.5,7.53504629490117e+16
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,34,29470517025518.098,2.0969515417834255,3267896402949280.5,27546671172057.88,3284938779983939.5,1.9687471027323216e+17
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,35,37275937203149.38,1.8645240361472528,3266749001861023.5,20060597635207.31,3283485389569857.5,1.6661681996808845e+17
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,36,47148663634573.9,1.6578589500519285,8365257163597598.0,190372980913938.0,8443305245804009.0,4.308947186680899e+17
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,37,59636233165946.37,1.4741007597556215,3.873529074906588e+16,4925704292409738.0,4.038134464989501e+16,1.99051332706495e+18
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,38,75431200633546.08,1.3107104496700621,1.7653875814392886e+17,1.3849198523935132e+18,1.3849431037961754e+18,1.0227562001309847e+20
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,39,95409547634999.64,1.1654304303859793,7.822441649744987e+17,8.196041062180361e+20,8.202005149394567e+20,3.926402039175842e+22
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",component_scaling,40,120679264063932.64,1.0362533452079776,3.088818785638021e+18,1.1015657433050637e+21,1.1046545620907018e+21,7.1817560691502825e+22
