short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,beam_radius_a_um,beam_radius_b_um,beam_radius_definition,fluence_basis,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,reduced_mass_definition,kappa_recorded_not_used,transmission_factor,reference_file,diagnostic_only,parameter_status,dataset,point_index,I_wcm2,gamma_ti_sapphire_reference,Wtotal_peak_cm3_fs,Wtotal_direct_at_reference_cm3_fs
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,10,377338594911.2883,18.531759614550683,46818.81263558073,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,11,461856808614.461,16.75053169353891,157301.0170405085,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,12,565305840802.4338,15.140511092964251,528401.090220237,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,13,691925912284.4525,13.685241779196485,1774591.6609523909,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,14,846906990048.2278,12.369849432764266,5958192.939754853,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,15,1036601516229.5078,11.180889417815056,19997717.07709888,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,16,1268784785195.9749,10.106209364382918,67090514.28377397,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,17,1552973641211.9841,9.13482495891636,224962909.51247078,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,18,1900816559623.7793,8.256807673520466,753826580.7694901,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,19,2326571100408.512,7.4631832863925895,2523872829.201799,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,20,2847688304192.5073,6.745840156228466,8441133800.69832,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,21,3485527984255.8506,6.097446313070583,28192992428.71532,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,22,4266234233270.6973,5.511374518183719,93996675897.51619,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,23,5221807030482.533,4.981634526994022,312658676776.27026,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,24,6391413872906.935,4.502811862750589,1036730100167.6898,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,25,7822995192339.04,4.070012475114635,3422774942342.1353,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,26,9575229361813.4,3.678812718031223,11230421069106.645,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,27,11719937834183.947,3.325214135607063,36506181326378.44,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,28,14345028995850.922,3.0056025938603326,116906967022385.17,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,29,17558101399787.162,2.716711340627916,364599467094110.1,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,30,21490854068986.207,2.455587616065018,1076284997594615.5,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,31,26304484642061.562,2.2195624724628193,2699049225435623.0,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,32,32196296622896.055,2.006223494912276,3279687141944857.0,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,33,39407786555603.33,1.8133901439917453,3288687981891291.0,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,34,48234542605984.18,1.6390914684558602,9813530379990484.0,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,35,59038360277499.79,1.4815459601268275,3.770653408221995e+16,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,36,72262071866799.61,1.3391433450849193,1.6750846587822387e+17,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,37,88447697495972.39,1.210428125045616,6.780994792890919e+20,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,38,108258661705121.53,1.0940847006998617,9.836823259555889e+20,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,39,132506986230112.27,0.9889239249628269,1.2149899061676068e+21,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,40,162186573556696.0,0.8938709486919036,1.4855569551455468e+21,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,41,198513945494021.47,0.8079542346448925,1.8267899354036316e+21,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,42,242978106580613.12,0.7302956273899618,2.2638614313950645e+21,542923614502.42505
TiSapphire_NIR,"Ti:Sapphire, 0.8 $\mu$m",Ti:Sapphire (Ti3+:Al2O3),NIR,1,0.8,100.0,0.61,162.1,152.4,1/e^2 intensity radius,surface incident,,5730567400067.873,1.76,,8.8,1.0,electron-hole reduced effective mass,0.0,0.9241755933627389,../input_parameters/TiSapphire_Keldysh_Parameter.docx,True,"Diagnostic host-material Keldysh reference with temporary mred = 1.0 m0. Supply Ti concentration, inversion, orientation, polarization, and a band-specific electron-hole reduced effective mass for a material-specific simulation.",total_comparison,43,297401576149106.44,0.6601013776718488,2.7564829820550775e+21,542923614502.42505
